vinho_id,nome_base,produtor,safra,corpo_peso,tanino_peso,acidez_peso,docura_peso,alcool_peso,nota_delicado,nota_classico,nota_robusto,nota_audaz,caminho_foto,uvas,regiao,teor_alcoolico
VINI-000161,Marqués de Riscal Tempranillo 2013,Marqués de Riscal,2013,0.61,0.53,0.62,0.17,0.62,2.64,4.9,2.85,2.72,labels/VINI-000161.jpg,['Tempranillo'],Rioja - Espanha,N/D
VINI-000162,Prunotto Nebbiolo 2016,Prunotto,2016,0.79,0.88,0.77,0.07,0.8,2.73,3.57,4.17,3.16,labels/VINI-000162.jpg,['Nebbiolo'],Piemonte - Itália,N/D
VINI-000165,Marqués de Riscal Tempranillo 2021,Marqués de Riscal,2021,0.61,0.6,0.63,0.08,0.74,2.67,4.73,3.02,2.84,labels/VINI-000165.jpg,['Tempranillo'],Rioja - Espanha,N/D
VINI-000168,Casa Valduga Chardonnay 2024,Casa Valduga,2024,0.53,0.21,0.75,0.11,0.69,3.19,4.1,1.85,2.97,labels/VINI-000168.jpg,['Chardonnay'],Vale dos Vinhedos - Brasil,N/D
VINI-000170,Louis Latour Chardonnay 2010,Louis Latour,2010,0.46,0.06,0.71,0.11,0.71,3.21,3.55,1.3,2.95,labels/VINI-000170.jpg,['Chardonnay'],Bourgogne - França,N/D
VINI-000171,Concha y Toro Cabernet Sauvignon 2012,Concha y Toro,2012,0.9,0.84,0.43,0.07,0.84,1.49,3.4,4.35,2.73,labels/VINI-000171.jpg,['Cabernet Sauvignon'],Vale Central - Chile,N/D
VINI-000172,Santa Rita Carmenere 2023,Santa Rita,2023,0.66,0.65,0.57,0.15,0.67,2.39,4.47,3.28,2.72,labels/VINI-000172.jpg,['Carmenere'],Vale do Maipo - Chile,N/D
VINI-000174,Beringer Cabernet Sauvignon 2017,Beringer,2017,0.81,0.87,0.51,0.13,0.85,1.91,3.55,4.2,2.96,labels/VINI-000174.jpg,['Cabernet Sauvignon'],Napa Valley - EUA,N/D
VINI-000175,Luigi Bosca Malbec 2014,Luigi Bosca,2014,0.85,0.81,0.52,0.04,0.88,1.86,3.6,4.15,2.9,labels/VINI-000175.jpg,['Malbec'],Luján de Cuyo - Argentina,N/D
VINI-000177,Beringer Cabernet Sauvignon 2021,Beringer,2021,0.8,0.9,0.48,0.1,0.85,1.84,3.5,4.25,2.87,labels/VINI-000177.jpg,['Cabernet Sauvignon'],Napa Valley - EUA,N/D
VINI-000178,Miolo Tannat 2016,Miolo,2016,0.89,0.81,0.52,0.12,0.78,1.78,3.5,4.25,2.82,labels/VINI-000178.jpg,['Tannat'],Campanha Gaúcha - Brasil,N/D
VINI-000181,Miolo Tannat 2021,Miolo,2021,0.81,0.83,0.5,0.09,0.71,1.88,3.65,4.1,2.6,labels/VINI-000181.jpg,['Tannat'],Campanha Gaúcha - Brasil,N/D
VINI-000183,Marqués de Riscal Tempranillo 2023,Marqués de Riscal,2023,0.59,0.57,0.63,0.07,0.67,2.71,4.8,2.9,2.69,labels/VINI-000183.jpg,['Tempranillo'],Rioja - Espanha,N/D
VINI-000184,Concha y Toro Cabernet Sauvignon 2017,Concha y Toro,2017,0.92,0.79,0.46,0.14,0.83,1.54,3.47,4.28,2.86,labels/VINI-000184.jpg,['Cabernet Sauvignon'],Vale Central - Chile,N/D
VINI-000185,Antinori Sangiovese 2015,Antinori,2015,0.67,0.61,0.59,0.16,0.66,2.43,4.55,3.2,2.74,labels/VINI-000185.jpg,['Sangiovese'],Toscana - Itália,N/D
VINI-000188,Luigi Bosca Malbec 2024,Luigi Bosca,2024,0.97,0.74,0.45,0.07,0.79,1.41,3.48,4.28,2.66,labels/VINI-000188.jpg,['Malbec'],Luján de Cuyo - Argentina,N/D
VINI-000189,"Esporão Aragonez, Trincadeira 2019",Esporão,2019,0.66,0.54,0.59,0.09,0.7,2.45,4.75,3.0,2.72,labels/VINI-000189.jpg,"['Aragonez', 'Trincadeira']",Alentejo - Portugal,N/D
VINI-000191,Viña Leyda Sauvignon Blanc 2017,Viña Leyda,2017,0.24,0.07,0.8,0.18,0.6,3.92,3.02,1.0,2.97,labels/VINI-000191.jpg,['Sauvignon Blanc'],Vale de Leyda - Chile,N/D
VINI-000193,Casa Valduga Chardonnay 2021,Casa Valduga,2021,0.55,0.08,0.68,0.21,0.73,2.94,3.83,1.57,3.09,labels/VINI-000193.jpg,['Chardonnay'],Vale dos Vinhedos - Brasil,N/D
VINI-000195,Luigi Bosca Malbec 2017,Luigi Bosca,2017,0.92,0.8,0.55,0.03,0.87,1.81,3.45,4.3,2.91,labels/VINI-000195.jpg,['Malbec'],Luján de Cuyo - Argentina,N/D
VINI-000197,Catena Zapata Malbec 2022,Catena Zapata,2022,0.82,0.86,0.57,0.15,0.77,2.07,3.55,4.2,2.92,labels/VINI-000197.jpg,['Malbec'],Mendoza - Argentina,N/D
VINI-000199,M. Chapoutier Syrah 2023,M. Chapoutier,2023,0.83,0.85,0.61,0.07,0.79,2.17,3.55,4.2,2.9,labels/VINI-000199.jpg,['Syrah'],Rhône - França,N/D
VINI-000204,Antinori Sangiovese 2012,Antinori,2012,0.58,0.61,0.67,0.18,0.6,2.85,4.68,2.97,2.77,labels/VINI-000204.jpg,['Sangiovese'],Toscana - Itália,N/D
VINI-000208,Santa Rita Carmenere 2015,Santa Rita,2015,0.64,0.57,0.71,0.09,0.63,2.85,4.73,3.02,2.76,labels/VINI-000208.jpg,['Carmenere'],Vale do Maipo - Chile,N/D
VINI-000213,Pizzato Merlot 2010,Pizzato,2010,0.66,0.62,0.55,0.12,0.69,2.33,4.55,3.2,2.68,labels/VINI-000213.jpg,['Merlot'],Vale dos Vinhedos - Brasil,N/D
VINI-000219,M. Chapoutier Syrah 2019,M. Chapoutier,2019,0.85,0.92,0.54,0.1,0.82,1.92,3.33,4.42,2.9,labels/VINI-000219.jpg,['Syrah'],Rhône - França,N/D
VINI-000221,"Esporão Aragonez, Trincadeira 2024",Esporão,2024,0.62,0.56,0.6,0.16,0.75,2.56,4.8,2.95,2.94,labels/VINI-000221.jpg,"['Aragonez', 'Trincadeira']",Alentejo - Portugal,N/D
VINI-000222,Antinori Sangiovese 2010,Antinori,2010,0.62,0.59,0.57,0.0,0.7,2.47,4.73,3.02,2.55,labels/VINI-000222.jpg,['Sangiovese'],Toscana - Itália,N/D
VINI-000224,Catena Zapata Malbec 2019,Catena Zapata,2019,0.87,0.88,0.45,0.17,0.86,1.61,3.38,4.38,2.95,labels/VINI-000224.jpg,['Malbec'],Mendoza - Argentina,N/D
VINI-000227,Miolo Tannat 2015,Miolo,2015,0.88,0.84,0.51,0.12,0.81,1.77,3.45,4.3,2.87,labels/VINI-000227.jpg,['Tannat'],Campanha Gaúcha - Brasil,N/D
VINI-000229,Casa Valduga Chardonnay 2020,Casa Valduga,2020,0.5,0.19,0.64,0.08,0.74,2.92,3.97,1.72,2.86,labels/VINI-000229.jpg,['Chardonnay'],Vale dos Vinhedos - Brasil,N/D
VINI-000232,Catena Zapata Malbec 2024,Catena Zapata,2024,0.88,0.84,0.56,0.08,0.76,1.92,3.45,4.3,2.78,labels/VINI-000232.jpg,['Malbec'],Mendoza - Argentina,N/D
VINI-000233,Antinori Sangiovese 2014,Antinori,2014,0.61,0.59,0.54,0.12,0.66,2.4,4.75,3.0,2.61,labels/VINI-000233.jpg,['Sangiovese'],Toscana - Itália,N/D
VINI-000234,Louis Latour Chardonnay 2016,Louis Latour,2016,0.51,0.1,0.7,0.13,0.82,3.08,3.77,1.52,3.19,labels/VINI-000234.jpg,['Chardonnay'],Bourgogne - França,N/D
VINI-000236,Beringer Cabernet Sauvignon 2015,Beringer,2015,0.87,0.78,0.51,0.11,0.77,1.79,3.62,4.12,2.77,labels/VINI-000236.jpg,['Cabernet Sauvignon'],Napa Valley - EUA,N/D
VINI-000240,Graham's Touriga Nacional 2017,Graham's,2017,0.88,0.54,0.4,0.85,1.0,1.44,4.2,3.55,4.17,labels/VINI-000240.jpg,['Touriga Nacional'],Douro - Portugal,N/D
VINI-000241,Cloudy Bay Sauvignon Blanc 2010,Cloudy Bay,2010,0.28,0.1,0.79,0.23,0.6,3.81,3.2,1.0,3.03,labels/VINI-000241.jpg,['Sauvignon Blanc'],Marlborough - Nova Zelândia,N/D
VINI-000243,Marqués de Riscal Tempranillo 2011,Marqués de Riscal,2011,0.68,0.6,0.66,0.09,0.6,2.62,4.55,3.2,2.62,labels/VINI-000243.jpg,['Tempranillo'],Rioja - Espanha,N/D
VINI-000244,Viña Leyda Sauvignon Blanc 2013,Viña Leyda,2013,0.23,0.0,0.81,0.03,0.61,3.97,2.82,1.0,2.75,labels/VINI-000244.jpg,['Sauvignon Blanc'],Vale de Leyda - Chile,N/D
VINI-000246,Casa Valduga Chardonnay 2022,Casa Valduga,2022,0.46,0.26,0.75,0.22,0.74,3.33,4.05,1.8,3.24,labels/VINI-000246.jpg,['Chardonnay'],Vale dos Vinhedos - Brasil,N/D
VINI-000249,Antinori Sangiovese 2011,Antinori,2011,0.58,0.49,0.62,0.14,0.75,2.7,4.92,2.67,2.94,labels/VINI-000249.jpg,['Sangiovese'],Toscana - Itália,N/D
VINI-000253,Antinori Sangiovese 2020,Antinori,2020,0.66,0.53,0.51,0.13,0.76,2.21,4.77,2.97,2.78,labels/VINI-000253.jpg,['Sangiovese'],Toscana - Itália,N/D
VINI-000254,Miolo Tannat 2022,Miolo,2022,0.78,0.9,0.51,0.1,0.78,1.97,3.55,4.2,2.78,labels/VINI-000254.jpg,['Tannat'],Campanha Gaúcha - Brasil,N/D
VINI-000255,Joseph Drouhin Pinot Noir 2021,Joseph Drouhin,2021,0.41,0.25,0.75,0.03,0.61,3.43,3.9,1.65,2.69,labels/VINI-000255.jpg,['Pinot Noir'],Bourgogne - França,N/D
VINI-000256,M. Chapoutier Syrah 2017,M. Chapoutier,2017,0.9,0.82,0.45,0.08,0.72,1.55,3.45,4.3,2.54,labels/VINI-000256.jpg,['Syrah'],Rhône - França,N/D
VINI-000257,Santa Rita Carmenere 2014,Santa Rita,2014,0.7,0.46,0.6,0.16,0.7,2.4,4.65,2.9,2.84,labels/VINI-000257.jpg,['Carmenere'],Vale do Maipo - Chile,N/D
VINI-000260,Luigi Bosca Malbec 2022,Luigi Bosca,2022,0.76,0.77,0.48,0.04,0.8,1.92,3.92,3.83,2.68,labels/VINI-000260.jpg,['Malbec'],Luján de Cuyo - Argentina,N/D
VINI-000261,Catena Zapata Malbec 2016,Catena Zapata,2016,0.9,0.83,0.51,0.03,0.83,1.73,3.43,4.33,2.77,labels/VINI-000261.jpg,['Malbec'],Mendoza - Argentina,N/D
VINI-000268,M. Chapoutier Syrah 2012,M. Chapoutier,2012,0.84,0.74,0.56,0.1,0.81,2.0,3.8,3.95,2.91,labels/VINI-000268.jpg,['Syrah'],Rhône - França,N/D
VINI-000274,Miolo Tannat 2017,Miolo,2017,0.92,0.81,0.46,0.14,0.83,1.54,3.42,4.33,2.86,labels/VINI-000274.jpg,['Tannat'],Campanha Gaúcha - Brasil,N/D
VINI-000278,M. Chapoutier Syrah 2014,M. Chapoutier,2014,0.79,0.77,0.59,0.0,0.72,2.19,3.85,3.9,2.62,labels/VINI-000278.jpg,['Syrah'],Rhône - França,N/D
VINI-000284,Santa Rita Carmenere 2018,Santa Rita,2018,0.68,0.53,0.52,0.12,0.67,2.2,4.72,3.02,2.6,labels/VINI-000284.jpg,['Carmenere'],Vale do Maipo - Chile,N/D
VINI-000286,Beringer Cabernet Sauvignon 2018,Beringer,2018,0.85,0.82,0.6,0.06,0.86,2.1,3.58,4.17,3.01,labels/VINI-000286.jpg,['Cabernet Sauvignon'],Napa Valley - EUA,N/D
VINI-000288,Santa Rita Carmenere 2024,Santa Rita,2024,0.62,0.6,0.66,0.16,0.72,2.74,4.7,3.05,2.97,labels/VINI-000288.jpg,['Carmenere'],Vale do Maipo - Chile,N/D
VINI-000290,Joseph Drouhin Pinot Noir 2014,Joseph Drouhin,2014,0.41,0.27,0.71,0.13,0.62,3.31,3.95,1.7,2.8,labels/VINI-000290.jpg,['Pinot Noir'],Bourgogne - França,N/D
VINI-000294,Joseph Drouhin Pinot Noir 2022,Joseph Drouhin,2022,0.33,0.27,0.79,0.06,0.71,3.71,3.75,1.5,3.0,labels/VINI-000294.jpg,['Pinot Noir'],Bourgogne - França,N/D
VINI-000295,Antinori Sangiovese 2021,Antinori,2021,0.64,0.64,0.6,0.02,0.68,2.52,4.55,3.2,2.59,labels/VINI-000295.jpg,['Sangiovese'],Toscana - Itália,N/D
VINI-000305,Joseph Drouhin Pinot Noir 2015,Joseph Drouhin,2015,0.41,0.21,0.81,0.1,0.62,3.61,3.8,1.55,2.88,labels/VINI-000305.jpg,['Pinot Noir'],Bourgogne - França,N/D
VINI-000309,Cloudy Bay Sauvignon Blanc 2020,Cloudy Bay,2020,0.24,0.02,0.95,0.13,0.66,4.37,2.9,1.0,2.79,labels/VINI-000309.jpg,['Sauvignon Blanc'],Marlborough - Nova Zelândia,N/D
VINI-000311,Cloudy Bay Sauvignon Blanc 2023,Cloudy Bay,2023,0.24,0.12,0.93,0.03,0.63,4.31,3.15,1.0,2.61,labels/VINI-000311.jpg,['Sauvignon Blanc'],Marlborough - Nova Zelândia,N/D
VINI-000317,Pizzato Merlot 2018,Pizzato,2018,0.66,0.6,0.54,0.08,0.72,2.3,4.6,3.15,2.67,labels/VINI-000317.jpg,['Merlot'],Vale dos Vinhedos - Brasil,N/D
VINI-000320,Joseph Drouhin Pinot Noir 2017,Joseph Drouhin,2017,0.49,0.31,0.71,0.13,0.62,3.15,4.25,2.0,2.8,labels/VINI-000320.jpg,['Pinot Noir'],Bourgogne - França,N/D
VINI-000321,Prunotto Nebbiolo 2015,Prunotto,2015,0.69,0.95,0.86,0.08,0.84,3.2,3.65,4.1,3.21,labels/VINI-000321.jpg,['Nebbiolo'],Piemonte - Itália,N/D
VINI-000323,Antinori Sangiovese 2019,Antinori,2019,0.64,0.59,0.65,0.11,0.75,2.67,4.68,3.08,2.94,labels/VINI-000323.jpg,['Sangiovese'],Toscana - Itália,N/D
VINI-000324,Miolo Tannat 2020,Miolo,2020,0.75,0.93,0.47,0.08,0.84,1.91,3.55,4.2,2.81,labels/VINI-000324.jpg,['Tannat'],Campanha Gaúcha - Brasil,N/D
VINI-000326,Luigi Bosca Malbec 2010,Luigi Bosca,2010,0.85,0.88,0.58,0.12,0.8,2.04,3.43,4.33,2.95,labels/VINI-000326.jpg,['Malbec'],Luján de Cuyo - Argentina,N/D
VINI-000327,Concha y Toro Cabernet Sauvignon 2019,Concha y Toro,2019,0.89,0.84,0.48,0.11,0.88,1.66,3.43,4.33,2.94,labels/VINI-000327.jpg,['Cabernet Sauvignon'],Vale Central - Chile,N/D
VINI-000333,Casa Valduga Chardonnay 2017,Casa Valduga,2017,0.65,0.16,0.69,0.21,0.73,2.77,4.02,2.03,3.11,labels/VINI-000333.jpg,['Chardonnay'],Vale dos Vinhedos - Brasil,N/D
VINI-000336,Louis Latour Chardonnay 2015,Louis Latour,2015,0.46,0.07,0.73,0.09,0.78,3.27,3.58,1.33,3.09,labels/VINI-000336.jpg,['Chardonnay'],Bourgogne - França,N/D
VINI-000338,Prunotto Nebbiolo 2021,Prunotto,2021,0.65,0.95,0.79,0.03,0.84,3.07,3.75,4.0,3.21,labels/VINI-000338.jpg,['Nebbiolo'],Piemonte - Itália,N/D
VINI-000339,"Esporão Aragonez, Trincadeira 2013",Esporão,2013,0.62,0.67,0.66,0.11,0.75,2.74,4.53,3.23,2.96,labels/VINI-000339.jpg,"['Aragonez', 'Trincadeira']",Alentejo - Portugal,N/D
VINI-000341,Marqués de Riscal Tempranillo 2022,Marqués de Riscal,2022,0.61,0.58,0.6,0.18,0.77,2.58,4.78,2.97,3.01,labels/VINI-000341.jpg,['Tempranillo'],Rioja - Espanha,N/D
VINI-000343,Cloudy Bay Sauvignon Blanc 2015,Cloudy Bay,2015,0.33,0.1,0.82,0.13,0.59,3.8,3.33,1.08,2.84,labels/VINI-000343.jpg,['Sauvignon Blanc'],Marlborough - Nova Zelândia,N/D
VINI-000345,Viña Leyda Sauvignon Blanc 2022,Viña Leyda,2022,0.2,0.15,0.82,0.09,0.64,4.06,3.12,1.0,2.89,labels/VINI-000345.jpg,['Sauvignon Blanc'],Vale de Leyda - Chile,N/D
VINI-000348,Catena Zapata Malbec 2017,Catena Zapata,2017,0.87,0.82,0.51,0.04,0.83,1.79,3.53,4.22,2.79,labels/VINI-000348.jpg,['Malbec'],Mendoza - Argentina,N/D
VINI-000349,Louis Latour Chardonnay 2021,Louis Latour,2021,0.67,0.0,0.68,0.14,0.81,2.7,3.57,1.68,3.15,labels/VINI-000349.jpg,['Chardonnay'],Bourgogne - França,N/D
VINI-000351,Graham's Touriga Nacional 2019,Graham's,2019,0.87,0.49,0.44,0.76,0.9,1.58,4.3,3.4,3.9,labels/VINI-000351.jpg,['Touriga Nacional'],Douro - Portugal,N/D
VINI-000358,Luigi Bosca Malbec 2015,Luigi Bosca,2015,0.77,0.86,0.48,0.17,0.81,1.9,3.67,4.07,2.9,labels/VINI-000358.jpg,['Malbec'],Luján de Cuyo - Argentina,N/D
VINI-000359,M. Chapoutier Syrah 2022,M. Chapoutier,2022,0.9,0.85,0.51,0.15,0.72,1.73,3.38,4.38,2.73,labels/VINI-000359.jpg,['Syrah'],Rhône - França,N/D
VINI-000371,M. Chapoutier Syrah 2010,M. Chapoutier,2010,0.87,0.82,0.42,0.07,0.75,1.52,3.53,4.22,2.54,labels/VINI-000371.jpg,['Syrah'],Rhône - França,N/D
VINI-000377,Santa Rita Carmenere 2013,Santa Rita,2013,0.6,0.61,0.56,0.12,0.65,2.48,4.73,3.02,2.62,labels/VINI-000377.jpg,['Carmenere'],Vale do Maipo - Chile,N/D
VINI-000384,Antinori Sangiovese 2023,Antinori,2023,0.64,0.67,0.63,0.08,0.75,2.61,4.47,3.28,2.87,labels/VINI-000384.jpg,['Sangiovese'],Toscana - Itália,N/D
VINI-000385,Joseph Drouhin Pinot Noir 2010,Joseph Drouhin,2010,0.44,0.28,0.72,0.1,0.62,3.28,4.05,1.8,2.77,labels/VINI-000385.jpg,['Pinot Noir'],Bourgogne - França,N/D
VINI-000389,M. Chapoutier Syrah 2011,M. Chapoutier,2011,0.8,0.86,0.56,0.07,0.83,2.08,3.6,4.15,2.9,labels/VINI-000389.jpg,['Syrah'],Rhône - França,N/D
VINI-000395,Beringer Cabernet Sauvignon 2019,Beringer,2019,0.85,0.73,0.51,0.14,0.7,1.83,3.8,3.95,2.67,labels/VINI-000395.jpg,['Cabernet Sauvignon'],Napa Valley - EUA,N/D
VINI-000396,Catena Zapata Malbec 2021,Catena Zapata,2021,0.97,0.87,0.44,0.06,0.79,1.38,3.15,4.6,2.63,labels/VINI-000396.jpg,['Malbec'],Mendoza - Argentina,N/D
VINI-000397,"Esporão Aragonez, Trincadeira 2021",Esporão,2021,0.72,0.59,0.6,0.12,0.66,2.36,4.47,3.28,2.7,labels/VINI-000397.jpg,"['Aragonez', 'Trincadeira']",Alentejo - Portugal,N/D
VINI-000398,Viña Leyda Sauvignon Blanc 2023,Viña Leyda,2023,0.19,0.05,0.82,0.05,0.61,4.08,2.85,1.0,2.77,labels/VINI-000398.jpg,['Sauvignon Blanc'],Vale de Leyda - Chile,N/D
VINI-000400,Graham's Touriga Nacional 2011,Graham's,2011,0.94,0.51,0.38,0.85,0.94,1.26,4.12,3.62,4.02,labels/VINI-000400.jpg,['Touriga Nacional'],Douro - Portugal,N/D
VINI-000405,Joseph Drouhin Pinot Noir 2020,Joseph Drouhin,2020,0.35,0.37,0.79,0.14,0.57,3.67,4.05,1.8,2.83,labels/VINI-000405.jpg,['Pinot Noir'],Bourgogne - França,N/D
VINI-000411,Catena Zapata Malbec 2011,Catena Zapata,2011,0.84,0.84,0.46,0.12,0.87,1.7,3.55,4.2,2.91,labels/VINI-000411.jpg,['Malbec'],Mendoza - Argentina,N/D
VINI-000421,Catena Zapata Malbec 2012,Catena Zapata,2012,0.83,0.88,0.55,0.11,0.8,1.99,3.48,4.28,2.89,labels/VINI-000421.jpg,['Malbec'],Mendoza - Argentina,N/D
VINI-000430,"Esporão Aragonez, Trincadeira 2014",Esporão,2014,0.63,0.61,0.51,0.24,0.68,2.27,4.65,3.1,2.79,labels/VINI-000430.jpg,"['Aragonez', 'Trincadeira']",Alentejo - Portugal,N/D
VINI-000433,Prunotto Nebbiolo 2019,Prunotto,2019,0.71,0.88,0.9,0.13,0.81,3.28,3.77,3.97,3.17,labels/VINI-000433.jpg,['Nebbiolo'],Piemonte - Itália,N/D
VINI-000435,M. Chapoutier Syrah 2021,M. Chapoutier,2021,0.73,0.82,0.51,0.0,0.78,2.07,3.88,3.87,2.62,labels/VINI-000435.jpg,['Syrah'],Rhône - França,N/D
VINI-000436,"Esporão Aragonez, Trincadeira 2010",Esporão,2010,0.68,0.58,0.63,0.15,0.64,2.53,4.6,3.15,2.75,labels/VINI-000436.jpg,"['Aragonez', 'Trincadeira']",Alentejo - Portugal,N/D
VINI-000437,Concha y Toro Cabernet Sauvignon 2023,Concha y Toro,2023,0.82,0.87,0.52,0.12,0.79,1.92,3.53,4.22,2.84,labels/VINI-000437.jpg,['Cabernet Sauvignon'],Vale Central - Chile,N/D
VINI-000440,Concha y Toro Cabernet Sauvignon 2020,Concha y Toro,2020,0.85,0.85,0.45,0.11,0.86,1.65,3.5,4.25,2.86,labels/VINI-000440.jpg,['Cabernet Sauvignon'],Vale Central - Chile,N/D
VINI-000441,Antinori Sangiovese 2018,Antinori,2018,0.56,0.6,0.64,0.13,0.74,2.8,4.65,2.9,2.93,labels/VINI-000441.jpg,['Sangiovese'],Toscana - Itália,N/D
VINI-000443,Louis Latour Chardonnay 2020,Louis Latour,2020,0.54,0.02,0.69,0.17,0.68,2.99,3.65,1.4,2.95,labels/VINI-000443.jpg,['Chardonnay'],Bourgogne - França,N/D
VINI-000444,Viña Leyda Sauvignon Blanc 2019,Viña Leyda,2019,0.33,0.04,0.85,0.05,0.64,3.89,3.17,1.0,2.78,labels/VINI-000444.jpg,['Sauvignon Blanc'],Vale de Leyda - Chile,N/D
VINI-000451,Cloudy Bay Sauvignon Blanc 2016,Cloudy Bay,2016,0.15,0.08,0.8,0.06,0.72,4.1,2.83,1.0,3.03,labels/VINI-000451.jpg,['Sauvignon Blanc'],Marlborough - Nova Zelândia,N/D
VINI-000454,Louis Latour Chardonnay 2013,Louis Latour,2013,0.61,0.07,0.72,0.2,0.73,2.94,3.9,1.7,3.14,labels/VINI-000454.jpg,['Chardonnay'],Bourgogne - França,N/D
VINI-000461,Catena Zapata Malbec 2020,Catena Zapata,2020,0.93,0.89,0.6,0.07,0.77,1.94,3.2,4.55,2.85,labels/VINI-000461.jpg,['Malbec'],Mendoza - Argentina,N/D
VINI-000484,Beringer Cabernet Sauvignon 2023,Beringer,2023,0.81,0.78,0.58,0.13,0.78,2.12,3.77,3.98,2.92,labels/VINI-000484.jpg,['Cabernet Sauvignon'],Napa Valley - EUA,N/D
VINI-000486,Viña Leyda Sauvignon Blanc 2011,Viña Leyda,2011,0.19,0.14,0.88,0.06,0.53,4.26,3.08,1.0,2.53,labels/VINI-000486.jpg,['Sauvignon Blanc'],Vale de Leyda - Chile,N/D
VINI-000489,Pizzato Merlot 2023,Pizzato,2023,0.64,0.72,0.65,0.05,0.71,2.67,4.35,3.4,2.77,labels/VINI-000489.jpg,['Merlot'],Vale dos Vinhedos - Brasil,N/D
VINI-000490,Marqués de Riscal Tempranillo 2020,Marqués de Riscal,2020,0.62,0.58,0.59,0.2,0.71,2.53,4.75,3.0,2.9,labels/VINI-000490.jpg,['Tempranillo'],Rioja - Espanha,N/D
VINI-000496,Pizzato Merlot 2020,Pizzato,2020,0.63,0.64,0.64,0.18,0.75,2.66,4.58,3.17,3.03,labels/VINI-000496.jpg,['Merlot'],Vale dos Vinhedos - Brasil,N/D
VINI-000498,Luigi Bosca Malbec 2018,Luigi Bosca,2018,0.83,0.81,0.46,0.13,0.87,1.72,3.65,4.1,2.92,labels/VINI-000498.jpg,['Malbec'],Luján de Cuyo - Argentina,N/D
VINI-000503,Casa Valduga Chardonnay 2014,Casa Valduga,2014,0.53,0.1,0.71,0.15,0.76,3.07,3.83,1.57,3.11,labels/VINI-000503.jpg,['Chardonnay'],Vale dos Vinhedos - Brasil,N/D
VINI-000509,Pizzato Merlot 2011,Pizzato,2011,0.44,0.59,0.59,0.15,0.68,2.89,4.38,2.58,2.77,labels/VINI-000509.jpg,['Merlot'],Vale dos Vinhedos - Brasil,N/D
VINI-000511,Louis Latour Chardonnay 2012,Louis Latour,2012,0.52,0.09,0.64,0.11,0.73,2.88,3.77,1.52,2.88,labels/VINI-000511.jpg,['Chardonnay'],Bourgogne - França,N/D
VINI-000512,Beringer Cabernet Sauvignon 2011,Beringer,2011,0.88,0.8,0.48,0.18,0.81,1.68,3.55,4.2,2.91,labels/VINI-000512.jpg,['Cabernet Sauvignon'],Napa Valley - EUA,N/D
VINI-000542,Prunotto Nebbiolo 2020,Prunotto,2020,0.76,0.87,0.89,0.08,0.86,3.15,3.67,4.07,3.21,labels/VINI-000542.jpg,['Nebbiolo'],Piemonte - Itália,N/D
VINI-000557,Cloudy Bay Sauvignon Blanc 2022,Cloudy Bay,2022,0.35,0.07,0.83,0.07,0.64,3.79,3.3,1.05,2.84,labels/VINI-000557.jpg,['Sauvignon Blanc'],Marlborough - Nova Zelândia,N/D
VINI-000583,Viña Leyda Sauvignon Blanc 2024,Viña Leyda,2024,0.24,0.08,0.82,0.04,0.59,3.98,3.05,1.0,2.71,labels/VINI-000583.jpg,['Sauvignon Blanc'],Vale de Leyda - Chile,N/D
VINI-000608,Santa Rita Carmenere 2010,Santa Rita,2010,0.63,0.59,0.53,0.07,0.8,2.33,4.7,3.05,2.8,labels/VINI-000608.jpg,['Carmenere'],Vale do Maipo - Chile,N/D
VINI-000613,Pizzato Merlot 2012,Pizzato,2012,0.63,0.57,0.63,0.16,0.63,2.63,4.75,3.0,2.74,labels/VINI-000613.jpg,['Merlot'],Vale dos Vinhedos - Brasil,N/D
VINI-000616,"Esporão Aragonez, Trincadeira 2017",Esporão,2017,0.66,0.64,0.6,0.13,0.7,2.48,4.5,3.25,2.79,labels/VINI-000616.jpg,"['Aragonez', 'Trincadeira']",Alentejo - Portugal,N/D
VINI-000623,Joseph Drouhin Pinot Noir 2024,Joseph Drouhin,2024,0.38,0.34,0.72,0.01,0.64,3.4,4.05,1.8,2.67,labels/VINI-000623.jpg,['Pinot Noir'],Bourgogne - França,N/D
VINI-000643,Louis Latour Chardonnay 2024,Louis Latour,2024,0.55,0.03,0.77,0.19,0.72,3.21,3.7,1.45,3.18,labels/VINI-000643.jpg,['Chardonnay'],Bourgogne - França,N/D
VINI-000662,Casa Valduga Chardonnay 2019,Casa Valduga,2019,0.65,0.06,0.7,0.18,0.72,2.8,3.77,1.77,3.06,labels/VINI-000662.jpg,['Chardonnay'],Vale dos Vinhedos - Brasil,N/D
VINI-000680,Joseph Drouhin Pinot Noir 2016,Joseph Drouhin,2016,0.41,0.24,0.75,0.08,0.67,3.43,3.88,1.62,2.88,labels/VINI-000680.jpg,['Pinot Noir'],Bourgogne - França,N/D
VINI-000681,Casa Valduga Chardonnay 2018,Casa Valduga,2018,0.54,0.21,0.71,0.21,0.67,3.05,4.12,1.88,3.02,labels/VINI-000681.jpg,['Chardonnay'],Vale dos Vinhedos - Brasil,N/D
VINI-000690,Graham's Touriga Nacional 2022,Graham's,2022,0.9,0.51,0.4,0.84,0.92,1.4,4.22,3.53,4.0,labels/VINI-000690.jpg,['Touriga Nacional'],Douro - Portugal,N/D
